quest_id,group,bonus_type,bonus_value,priority,start_date,end_date
30006,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30007,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30007,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30008,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30008,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30009,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30009,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30010,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30010,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30011,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30011,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30012,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30012,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30013,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30013,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30014,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30014,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30015,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30015,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30016,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30016,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30017,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30017,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30018,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30018,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30019,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30019,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30020,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30020,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30021,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30021,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30022,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30022,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30023,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30023,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30024,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30024,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30025,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30025,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30026,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30026,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30027,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30027,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30028,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30028,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30029,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30029,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30030,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30030,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30031,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30031,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30032,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30032,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30033,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30033,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30034,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30034,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30035,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30035,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30036,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30036,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30037,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30037,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30038,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30038,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30039,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30039,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30040,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30040,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30041,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30041,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30042,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30042,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30043,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30043,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30044,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30044,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30045,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
30045,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
39001,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
39001,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
39002,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
39002,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
39003,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
39003,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
39004,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
39004,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
39005,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
39005,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
39006,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
39006,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
39007,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
39007,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
39008,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
39008,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40001,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40001,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40002,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40002,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40003,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40003,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40004,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40004,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40005,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40005,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40006,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40006,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40007,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40007,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40008,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40008,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40009,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40009,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40010,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40010,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40011,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40011,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40012,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40012,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40013,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40013,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40014,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40014,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40015,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40015,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40016,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40016,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40017,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40017,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40018,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40018,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40019,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40019,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40021,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40021,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40022,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40022,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40023,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40023,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40024,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40024,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40025,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40025,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40026,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40026,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
