gacha_id,language,detail,end_date,image_filename,start_date,title
124,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e074"">ア</font>ユニットをGETしよう！】レアガチャは<font color=""#ffab27"">ポリゴン5個</font>で1回引けるよ！",2970-01-01 14:59:25,GachaTop_124.png,2000-01-01 15:00:34,新キャラ追加04(ドラゴン)通常
125,ja,"【超強力<font color=""#ff2626"">赤</font>ユニットをGETしよう！】<font color=""#ffab27"">10/8～10/10</font>は赤ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_125.png,2000-01-01 15:00:34,赤アップ02　あと少し
126,ja,"【超強力<font color=""#ff2626"">赤</font>ユニットをGETしよう！】<font color=""#ffab27"">10/8～10/10</font>は赤ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_126.png,2000-01-01 15:00:34,赤アップ02　最終日
127,ja,"【超強力<font color=""#ffe22a"">黄</font>ユニットをGETしよう！】<font color=""#ffab27"">10/13～10/16</font>は黄ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_127.png,2000-01-01 15:00:34,黄アップ01　開始
128,ja,"【超強力<font color=""#ffe22a"">黄</font>ユニットをGETしよう！】<font color=""#ffab27"">10/13～10/16</font>は黄ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_128.png,2000-01-01 15:00:34,黄アップ01　あと少し
129,ja,"【超強力<font color=""#ffe22a"">黄</font>ユニットをGETしよう！】<font color=""#ffab27"">10/13～10/16</font>は黄ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_129.png,2000-01-01 15:00:34,黄アップ01　最終日
130,ja,"史上最強の<font color=""#ff2626"">新撰組シリーズ</font>をGETしよう！】<font color=""#ffab27"">10/16～10/19</font>は人気ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_130.png,2000-01-01 15:00:34,新撰組UP 開始
131,ja,"史上最強の<font color=""#ff2626"">新撰組シリーズ</font>をGETしよう！】<font color=""#ffab27"">10/16～10/19</font>は人気ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_131.png,2000-01-01 15:00:34,新撰組UP あと少し
132,ja,"史上最強の<font color=""#ff2626"">新撰組シリーズ</font>をGETしよう！】<font color=""#ffab27"">10/16～10/19</font>は人気ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_132.png,2000-01-01 15:00:34,新撰組UP 最終日
133,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e074"">ア</font>ユニットをGETしよう！】<font color=""#ffab27"">10/19～10/23</font>は新ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_133.png,2000-01-01 15:00:34,童話ガチャ　開始
134,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e074"">ア</font>ユニットをGETしよう！】<font color=""#ffab27"">10/19～10/23</font>は新ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_134.png,2000-01-01 15:00:34,童話ガチャ　あと少し
135,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e074"">ア</font>ユニットをGETしよう！】<font color=""#ffab27"">10/19～10/23</font>は新ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_135.png,2000-01-01 15:00:34,童話ガチャ　最終日
136,ja,"【超強力<font color=""#ff2626"">攻撃</font>ユニットをGETしよう！】<font color=""#ffab27"">10/23～10/28</font>は攻撃ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_136.png,2000-01-01 15:00:34,攻撃凸
138,ja,"【<font color=""#ffe22a"">斎藤</font>、<font color=""#ffe22a"">ミカエル</font>、<font color=""#ffe22a"">アストライアー</font>をGETしよう！】<font color=""#ffab27"">10/28～10/31</font>はこの3体の出現率UP!",2970-01-01 14:59:25,GachaTop_138.png,2000-01-01 15:00:34,斎藤ピックアップ
140,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e074"">ア</font>ユニットをGETしよう！】<font color=""#ffab27"">11/2～11/8</font>は<font color=""#00e074"">八咫烏</font>・<font color=""#ff2626"">フェンリル</font>の出現率UP!",2970-01-01 14:59:25,GachaTop_140.png,2000-01-01 15:00:34,新ガチャ（神話動物）前半
142,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e074"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで<font color=""#ffe22a"">アスタロト</font>・<font color=""#0093ff"">エキドナ</font>の出現率UP!",2970-01-01 14:59:25,GachaTop_142.png,2000-01-01 15:00:34,新ガチャ（神話動物）後半
144,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで<font color=""#ff2626"">★4,★5</font>の出現率UP!",2970-01-01 14:59:25,GachaTop_144.png,2000-01-01 15:00:34,フィーバーフェスティバル
146,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e074"">ア</font>ユニットをGETしよう！】レアガチャは<font color=""#ffab27"">ポリゴン5個</font>で1回引けるよ！",2970-01-01 14:59:25,GachaTop_146.png,2000-01-01 15:00:34,新ガチャ（神話動物）恒常
148,ja,"【<font color=""red"">親指姫</font>、<font color=""yellow"">スフィンクス</font>、<font color=""blue"">乙姫</font>をGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>までこの3体の出現率UP!",2970-01-01 14:59:25,GachaTop_148.png,2000-01-01 15:00:34,親指ピックアップ
149,ja,"【<font color=""green"">ヤマタノオロチ</font>、<font color=""red"">ウリエル</font>、<font color=""blue"">ラファエル</font>、<font color=""yellow"">ホルス</font>をGETしよう！】<font color=""#ffab27"">01/01 14:59</font>までこの4体の出現率UP!",2970-01-01 14:59:25,GachaTop_149.png,2000-01-01 15:00:34,山田ピックアップ
150,ja,"【<font color=""red"">☆５</font><font color=""yellow"">超</font><font color=""blue"">強</font><font color=""green"">力</font>ユニットをプレゼント！】
<font color=""#ffab27"">01/01 14:59</font>まで10連限定で☆５ユニットを１体プレゼント！",2970-01-01 14:59:25,GachaTop_150_2.png,2000-01-01 15:00:34,100万DL記念
151,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e074"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで新ユニットの出現率UP！",2970-01-01 14:59:25,GachaTop_151.png,2000-01-01 15:00:34,オズ
152,ja,"【<font color=""#ff2626"">100万</font><font color=""#ffe22a"">DL</font><font color=""#0093ff"">記念</font><font color=""#00e074"">キャンペーン</font>】
<font color=""#ffab27"">01/01 14:59</font>までウィザード対抗ユニットの出現率UP！",2970-01-01 14:59:25,GachaTop_152.png,2000-01-01 15:00:34,ウィザードピックアップ
153,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで<font color=""#ff2626"">★4,★5</font>の出現率UP!",2970-01-01 14:59:25,GachaTop_153.png,2000-01-01 15:00:34,フィバフェス
154,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで新ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_154.png,2000-01-01 15:00:34,円卓ガチャ
155,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで緑属性ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_155.png,2000-01-01 15:00:34,緑フィーバー
156,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>までクラファー人気ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_156.png,2000-01-01 15:00:34,クラファーセレクション
157,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで体力タイプユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_157.png,2000-01-01 15:00:34,体力フィーバー
158,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで青属性ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_158.png,2000-01-01 15:00:34,ブルーフェスティバル
159,ja,"【<font color=""red"">D.R.T.H.</font>、<font color=""green"">ピーターパン</font>、<font color=""blue"">エキドナ</font>、<font color=""red"">親指姫</font>をGET！】
<font color=""#ffab27"">01/01 14:59</font>までこの4体の出現率UP!",2970-01-01 14:59:25,GachaTop_159.png,2000-01-01 15:00:34,オズ対抗ピックアップ
160,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>までクリスマス特別ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_160.png,2000-01-01 15:00:34,クリスマスフェス
161,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで赤属性ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_161.png,2000-01-01 15:00:34,赤フィーバー
162,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e074"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>までピックアップユニット4体の出現率UP",2970-01-01 14:59:25,GachaTop_162.png,2000-01-01 15:00:34,アーサー対抗ピックアップ
163,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで新ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_163.png,2000-01-01 15:00:34,ロキガチャ
164,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>までドラゴンユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_164.png,2000-01-01 15:00:34,ドラゴンフィーバー
165,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>までフェス限定ユニットが出現中!",2970-01-01 14:59:25,GachaTop_165.png,2000-01-01 15:00:34,年忘れフィーバーフェス
166,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで最強クラスユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_166.png,2000-01-01 15:00:34,お年玉ガチャ
167,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで★5ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_167.png,2000-01-01 15:00:34,福袋ガチャ
168,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで新ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_168.png,2000-01-01 15:00:34,美女と野獣ガチャ（バナーA)
169,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで新ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_169.png,2000-01-01 15:00:34,美女と野獣ガチャ（バナーB）
170,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで青属性ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_170.png,2000-01-01 15:00:34,ブルーフェスティバル
171,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで10連で★５ユニットを追加プレゼント!",2970-01-01 14:59:25,GachaTop_171.png,2000-01-01 15:00:34,150万DL記念ガチャ
172,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>までピックアップユニット4体の出現率UP!",2970-01-01 14:59:25,GachaTop_172.png,2000-01-01 15:00:34,グリム対抗ピックアップ
173,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで新ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_173.png,2000-01-01 15:00:34,アルフヘイムガチャ
174,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで赤属性ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_174.png,2000-01-01 15:00:34,レッドフェスティバル
175,ja,"6STEPで1セット! 5セットまで特典付き!
<font color=""#ffab27"">01/01 14:59</font>までステップアップで厳選ユニット1体確定!",2970-01-01 14:59:25,GachaTop_175.png,2000-01-01 15:00:34,ステップアップガチャ
176,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>までドラゴンユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_164.png,2000-01-01 15:00:34,ドラゴンフィーバー
177,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>までクラファー人気ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_177.png,2000-01-01 15:00:34,クラコレ
178,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで初音ミクコラボ限定ユニットが出現中！",2970-01-01 14:59:25,GachaTop_178.png,2000-01-01 15:00:34,ミクガチャ（ミクUP）
179,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】<font color=""#ffab27"">02/12 23:59</font>まで初音ミクコラボ限定ユニットが出現中!コラボユニットは<font color=""#00CCFF"">バグ５</font>&<font color=""#ffe22a"">Lv.MAX</font>で排出！",2970-01-01 14:59:25,GachaTop_183.png,2000-01-01 15:00:34,ミクガチャ（アペンドUP）
180,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>までフェス限定ユニットが出現中!",2970-01-01 14:59:25,GachaTop_180.png,2000-01-01 15:00:34,フィーバーフェスティバル
181,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>までピックアップユニット4体の出現率UP!",2970-01-01 14:59:25,GachaTop_181.png,2000-01-01 15:00:34,ピックアップフィーバー
182,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで新ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_182.png,2000-01-01 15:00:34,ラグナロクガチャ２
184,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>まで黄属性ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_184.png,2000-01-01 15:00:34,イエローフェス（ハップル）
185,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>までピックアップユニット4体の出現率UP!",2970-01-01 14:59:25,GachaTop_185.png,2000-01-01 15:00:34,旧Wiz対抗ピックアップ
186,ja,"6STEPで1セット! 5セットまで特典付き!
<font color=""#ffab27"">01/01 14:59</font>までステップアップで厳選ユニット1体確定!",2970-01-01 14:59:25,GachaTop_186.png,2000-01-01 15:00:34,ステップアップフィーバー
187,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】
<font color=""#ffab27"">01/01 14:59</font>までマシンユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_187.png,2000-01-01 15:00:34,マシンフィーバー
188,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】<font color=""#ffab27"">3/6 14:59</font>まで200万DL記念ユニットが出現中!STEP UP完走で記念ユニットの<font color=""#ffe22a"">出現率５倍</font>！",2970-01-01 14:59:25,GachaTop_188.png,2000-01-01 15:00:34,第２弾 200万DL記念ガチャ
189,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】<font color=""#ffab27"">01/01 14:59</font>までピックアップユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_177.png,2000-01-01 15:00:34,クラファーコレクション
190,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】<font color=""#ffab27"">01/01 14:59</font>まで★5ユニットの出現率UP!",2970-01-01 14:59:25,GachaTop_190.png,2000-01-01 15:00:34,第１弾 200万DL記念ガチャ
196,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】<font color=""#ffab27"">03/01 23:59</font>までフェス限定ユニットが出現中!",2970-01-01 14:59:25,GachaTop_196.png,2000-01-01 15:00:34,フィーバーフェスティバル（ファラデーUP）
197,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】<font color=""#ffab27"">01/01 14:59</font>までフェス限定ユニットが出現中!",2970-01-01 14:59:25,GachaTop_197.png,2000-01-01 15:00:34,フィーバーフェスティバル（ユークリッドUP）
198,ja,"【<font color=""yellow"">ヘンゼル&グレーテル</font>、<font color=""green"">ハーメルン</font>をGET！】<font color=""#ffab27"">03/05 14:59</font>まで10回ごとに対象ユニット１体確定！確定のチャンスは３体(30回目)まで！",2970-01-01 14:59:25,GachaTop_198.png,2000-01-01 15:00:34,スーパーセレクション
199,ja,"【<font color=""#ff2626"">超</font><font color=""#ffe22a"">激</font><font color=""#0093ff"">レ</font><font color=""#00e075"">ア</font>ユニットをGETしよう！】<font color=""#ffab27"">01/01 14:59</font>まで新ユニットが１体確定出現!",2970-01-01 14:59:25,GachaTop_199.png,2000-01-01 15:00:34,妖怪ガチャ１
