quest_id,stage_id,thumbnail_character_id,stamina,rank_exp,red_flg,blue_flg,green_flg,yellow_flg,heal_flg,attack_count,treasure_type,treasure_value,prev_quest_id,prev_stage_id,background,completable_time,valid_flg,crash_panel_materials,stage_target,bgm,bgm_boss,bgm_boss_last,continue_limit,attribute_red,attribute_blue,attribute_green,attribute_yellow,need_rank,chat_type,treasure_bug,stage_type
19,2,NULL,9,1200,1,1,1,1,1,3,none,0,19,1,19,anytime,3,6,everyone,0,0,0,-1,0,0,1,0,-1,normal,null,normal
19,3,NULL,10,1250,1,1,1,1,1,3,none,0,19,2,19,anytime,3,6,everyone,0,0,0,-1,0,0,1,0,-1,normal,null,normal
19,4,NULL,11,1440,1,1,1,1,1,3,none,0,19,3,19,anytime,3,6,everyone,0,0,0,-1,0,0,1,0,-1,normal,null,normal
19,5,NULL,15,1880,1,1,1,1,1,3,none,0,19,4,19,anytime,3,6,everyone,3,0,0,-1,0,0,1,0,-1,normal,null,normal
19,6,343,1,1,1,1,1,1,1,3,character,"343,343,343,343,343,123",19,5,19,once,3,6,singleonly,1,0,0,-1,0,0,1,0,-1,normal,null,normal
20,1,NULL,9,1240,1,1,1,1,1,3,none,0,19,6,20,anytime,3,6,everyone,0,0,0,-1,0,0,0,1,-1,normal,null,normal
20,2,NULL,9,1280,1,1,1,1,1,3,none,0,20,1,20,anytime,3,6,everyone,0,0,0,-1,0,0,0,1,-1,normal,null,normal
20,3,NULL,10,1320,1,1,1,1,1,3,none,0,20,2,20,anytime,3,6,everyone,0,0,0,-1,0,0,0,1,-1,normal,null,normal
20,4,NULL,11,1560,1,1,1,1,1,3,none,0,20,3,20,anytime,3,6,everyone,0,0,0,-1,0,0,0,1,-1,normal,null,normal
20,5,NULL,15,2050,1,1,1,1,1,3,none,0,20,4,20,anytime,3,6,everyone,3,0,0,-1,0,0,0,1,-1,normal,null,normal
20,6,347,1,1,1,1,1,1,1,3,character,"347,347,347,347,347,121",20,5,20,once,3,6,singleonly,1,0,0,-1,0,0,0,1,-1,normal,null,normal
21,1,NULL,10,1620,1,1,1,1,1,3,none,0,20,6,21,anytime,3,6,everyone,0,0,0,-1,1,1,1,1,-1,normal,null,normal
21,2,NULL,11,1760,1,1,1,1,1,3,none,0,21,1,21,anytime,3,6,everyone,0,0,0,-1,1,1,1,1,-1,normal,null,normal
21,3,NULL,13,2010,1,1,1,1,1,3,none,0,21,2,21,anytime,3,6,everyone,0,0,0,-1,1,1,1,1,-1,normal,null,normal
21,4,NULL,15,2400,1,1,1,1,1,3,none,0,21,3,21,anytime,3,6,everyone,0,0,0,-1,1,1,1,1,-1,normal,null,normal
21,5,NULL,20,3100,1,1,1,1,1,3,none,0,21,4,21,anytime,3,6,everyone,3,0,0,-1,1,1,1,1,-1,normal,null,normal
21,6,339,1,1,1,1,1,1,1,3,character,"339,339,339,339,339,122",21,5,21,once,3,6,singleonly,1,0,0,-1,1,1,1,1,-1,normal,null,normal
22,1,NULL,15,2280,1,1,1,1,1,3,none,0,21,6,22,anytime,3,6,everyone,0,0,0,-1,1,1,0,0,-1,normal,null,normal
22,2,NULL,15,2460,1,1,1,1,1,3,none,0,22,1,22,anytime,3,6,everyone,0,0,0,-1,1,1,0,0,-1,normal,null,normal
22,3,NULL,16,2670,1,1,1,1,1,3,none,0,22,2,22,anytime,3,6,everyone,0,0,0,-1,1,1,0,0,-1,normal,null,normal
22,4,NULL,17,2980,1,1,1,1,1,3,none,0,22,3,22,anytime,3,6,everyone,0,0,0,-1,1,1,0,0,-1,normal,null,normal
22,5,NULL,20,3750,1,1,1,1,1,3,none,0,22,4,22,anytime,3,6,everyone,3,0,0,-1,1,1,0,0,-1,normal,null,normal
22,6,335,1,1,1,1,1,1,1,3,character,"335,335,335,335,335,123",22,5,22,once,3,6,singleonly,1,0,0,-1,1,1,0,0,-1,normal,null,normal
23,1,NULL,15,2310,1,1,1,1,1,3,none,0,22,6,23,anytime,3,6,everyone,0,0,0,-1,1,0,1,0,-1,normal,null,normal
23,2,NULL,15,2490,1,1,1,1,1,3,none,0,23,1,23,anytime,3,6,everyone,0,0,0,-1,1,0,1,0,-1,normal,null,normal
23,3,NULL,16,2700,1,1,1,1,1,3,none,0,23,2,23,anytime,3,6,everyone,0,0,0,-1,1,0,1,0,-1,normal,null,normal
23,4,NULL,17,3010,1,1,1,1,1,3,none,0,23,3,23,anytime,3,6,everyone,0,0,0,-1,1,0,1,0,-1,normal,null,normal
23,5,NULL,20,3780,1,1,1,1,1,3,none,0,23,4,23,anytime,3,6,everyone,3,0,0,-1,1,0,1,0,-1,normal,null,normal
23,6,343,1,1,1,1,1,1,1,3,character,"343,343,343,343,343,121",23,5,23,once,3,6,singleonly,1,0,0,-1,1,0,1,0,-1,normal,null,normal
24,1,NULL,15,2410,1,1,1,1,1,3,none,0,23,6,24,anytime,3,6,everyone,0,0,0,-1,0,0,1,1,-1,normal,null,normal
24,2,NULL,15,2590,1,1,1,1,1,3,none,0,24,1,24,anytime,3,6,everyone,0,0,0,-1,0,0,1,1,-1,normal,null,normal
24,3,NULL,16,2800,1,1,1,1,1,3,none,0,24,2,24,anytime,3,6,everyone,0,0,0,-1,0,0,1,1,-1,normal,null,normal
24,4,NULL,17,3120,1,1,1,1,1,3,none,0,24,3,24,anytime,3,6,everyone,0,0,0,-1,0,0,1,1,-1,normal,null,normal
24,5,NULL,20,3880,1,1,1,1,1,3,none,0,24,4,24,anytime,3,6,everyone,3,0,0,-1,0,0,1,1,-1,normal,null,normal
24,6,347,1,1,1,1,1,1,1,3,character,"347,347,347,347,347,122",24,5,24,once,3,6,singleonly,1,0,0,-1,0,0,1,1,-1,normal,null,normal
25,1,NULL,15,2610,1,1,1,1,1,3,none,0,24,6,25,anytime,3,6,everyone,0,0,0,-1,0,1,0,1,-1,normal,null,normal
25,2,NULL,15,2790,1,1,1,1,1,3,none,0,25,1,25,anytime,3,6,everyone,0,0,0,-1,0,1,0,1,-1,normal,null,normal
25,3,NULL,16,3000,1,1,1,1,1,3,none,0,25,2,25,anytime,3,6,everyone,0,0,0,-1,0,1,0,1,-1,normal,null,normal
25,4,NULL,17,3310,1,1,1,1,1,3,none,0,25,3,25,anytime,3,6,everyone,0,0,0,-1,0,1,0,1,-1,normal,null,normal
25,5,NULL,20,4080,1,1,1,1,1,3,none,0,25,4,25,anytime,3,6,everyone,3,0,0,-1,0,1,0,1,-1,normal,null,normal
25,6,339,1,1,1,1,1,1,1,3,character,"339,339,339,339,339,123",25,5,25,once,3,6,singleonly,1,0,0,-1,0,1,0,1,-1,normal,null,normal
26,1,NULL,15,2850,1,1,1,1,1,3,none,0,25,6,2601,anytime,3,6,everyone,0,0,0,-1,1,1,1,1,-1,normal,null,normal
26,2,NULL,15,3030,1,1,1,1,1,3,none,0,26,1,2601,anytime,3,6,everyone,0,0,0,-1,1,1,1,1,-1,normal,null,normal
26,3,NULL,17,3240,1,1,1,1,1,3,none,0,26,2,2601,anytime,3,6,everyone,0,0,0,-1,1,1,1,1,-1,normal,null,normal
26,4,NULL,19,3550,1,1,1,1,1,3,none,0,26,3,2601,anytime,3,6,everyone,0,0,0,-1,1,1,1,1,-1,normal,null,normal
26,5,NULL,22,5250,1,1,1,1,1,3,none,0,26,4,2601,anytime,3,6,everyone,3,0,0,-1,1,1,1,1,-1,normal,null,normal
26,6,335,1,1,1,1,1,1,1,3,character,"335,335,335,335,335,121",26,5,2601,once,3,6,singleonly,1,0,0,-1,1,1,1,1,-1,normal,null,normal
27,1,NULL,14,14400,1,1,1,1,1,3,none,0,26,6,27,anytime,0,6,everyone,0,0,0,-1,0,1,0,1,-1,normal,null,normal
27,2,NULL,14,14520,1,1,1,1,1,3,none,0,27,1,27,anytime,0,6,everyone,0,0,0,-1,0,1,0,1,-1,normal,null,normal
27,3,NULL,14,14640,1,1,1,1,1,3,none,0,27,2,27,anytime,0,6,everyone,0,0,0,-1,0,1,0,1,-1,normal,null,normal
27,4,NULL,14,14760,1,1,1,1,1,3,none,0,27,3,27,anytime,0,6,everyone,0,0,0,-1,0,1,0,1,-1,normal,null,normal
27,5,NULL,15,14880,1,1,1,1,1,3,none,0,27,4,27,anytime,0,6,everyone,3,0,0,-1,0,1,0,1,-1,normal,null,normal
27,6,338,1,1,1,1,1,1,1,3,none,0,27,5,27,once,0,6,singleonly,1,0,0,-1,0,1,0,1,-1,normal,null,normal
28,1,NULL,14,15000,1,1,1,1,1,3,none,0,27,6,28,anytime,0,6,everyone,0,0,0,-1,1,0,1,0,-1,normal,null,normal
28,2,NULL,14,15120,1,1,1,1,1,3,none,0,28,1,28,anytime,0,6,everyone,0,0,0,-1,1,0,1,0,-1,normal,null,normal
28,3,NULL,14,15240,1,1,1,1,1,3,none,0,28,2,28,anytime,0,6,everyone,0,0,0,-1,1,0,1,0,-1,normal,null,normal
28,4,NULL,14,15360,1,1,1,1,1,3,none,0,28,3,28,anytime,0,6,everyone,0,0,0,-1,1,0,1,0,-1,normal,null,normal
28,5,NULL,15,15480,1,1,1,1,1,3,none,0,28,4,28,anytime,0,6,everyone,3,0,0,-1,1,0,1,0,-1,normal,null,normal
28,6,346,1,1,1,1,1,1,1,3,none,0,28,5,28,once,0,6,singleonly,1,0,0,-1,1,0,1,0,-1,normal,null,normal
29,1,NULL,14,15600,1,1,1,1,1,3,none,0,28,6,29,anytime,0,6,everyone,0,0,0,-1,0,0,1,1,-1,normal,null,normal
29,2,NULL,14,15720,1,1,1,1,1,3,none,0,29,1,29,anytime,0,6,everyone,0,0,0,-1,0,0,1,1,-1,normal,null,normal
29,3,NULL,14,15840,1,1,1,1,1,3,none,0,29,2,29,anytime,0,6,everyone,0,0,0,-1,0,0,1,1,-1,normal,null,normal
29,4,NULL,14,15960,1,1,1,1,1,3,none,0,29,3,29,anytime,0,6,everyone,0,0,0,-1,0,0,1,1,-1,normal,null,normal
29,5,NULL,15,16080,1,1,1,1,1,3,none,0,29,4,29,anytime,0,6,everyone,3,0,0,-1,0,0,1,1,-1,normal,null,normal
29,6,342,1,1,1,1,1,1,1,3,none,0,29,5,29,once,0,6,singleonly,1,0,0,-1,0,0,1,1,-1,normal,null,normal
30,1,NULL,14,16200,1,1,1,1,1,3,none,0,29,6,30,anytime,0,6,everyone,0,0,0,-1,1,1,0,0,-1,normal,null,normal
30,2,NULL,14,16320,1,1,1,1,1,3,none,0,30,1,30,anytime,0,6,everyone,0,0,0,-1,1,1,0,0,-1,normal,null,normal
30,3,NULL,14,16440,1,1,1,1,1,3,none,0,30,2,30,anytime,0,6,everyone,0,0,0,-1,1,1,0,0,-1,normal,null,normal
30,4,NULL,14,16560,1,1,1,1,1,3,none,0,30,3,30,anytime,0,6,everyone,0,0,0,-1,1,1,0,0,-1,normal,null,normal
30,5,NULL,15,16680,1,1,1,1,1,3,none,0,30,4,30,anytime,0,6,everyone,3,0,0,-1,1,1,0,0,-1,normal,null,normal
30,6,334,1,1,1,1,1,1,1,3,none,0,30,5,30,once,0,6,singleonly,1,0,0,-1,1,1,0,0,-1,normal,null,normal
31,1,NULL,15,16800,1,1,1,1,1,3,none,0,30,6,31,anytime,0,6,everyone,0,0,0,-1,1,1,1,1,-1,normal,null,normal
31,2,NULL,15,16920,1,1,1,1,1,3,none,0,31,1,31,anytime,0,6,everyone,0,0,0,-1,1,1,1,1,-1,normal,null,normal
31,3,NULL,15,17040,1,1,1,1,1,3,none,0,31,2,31,anytime,0,6,everyone,0,0,0,-1,1,1,1,1,-1,normal,null,normal
31,4,NULL,15,17160,1,1,1,1,1,3,none,0,31,3,31,anytime,0,6,everyone,0,0,0,-1,1,1,1,1,-1,normal,null,normal
31,5,NULL,16,17280,1,1,1,1,1,3,none,0,31,4,31,anytime,0,6,everyone,3,0,0,-1,1,1,1,1,-1,normal,null,normal
31,6,125,1,1,1,1,1,1,1,3,none,0,31,5,31,once,0,6,singleonly,1,1,0,-1,1,1,1,1,-1,normal,null,normal
10008,1,79,3,150,1,1,1,1,1,3,character,107,NULL,NULL,1,once,0,6,everyone,10,0,0,-1,0,0,0,0,-1,normal,null,normal
