character_id,min_hp,min_attack,min_defense,max_hp,max_attack,max_defense,base_reward_bits,base_reward_exp,skip,level_test
66,1650,282,0,66990,11451,0,480,0,0,NULL
67,3250,284,0,131950,11519,0,480,0,0,NULL
68,740,165,0,30024,6696,0,480,0,0,NULL
69,2440,277,0,99078,11250,0,480,0,0,NULL
70,4807,279,0,195154,11317,0,480,0,0,NULL
71,500,194,0,20300,7878,0,480,0,0,NULL
72,1650,326,0,66990,13235,0,480,0,0,NULL
73,3250,328,0,131950,13314,0,480,0,0,NULL
74,490,222,0,19894,8999,0,480,0,0,NULL
75,1617,372,0,65650,15118,0,480,0,0,NULL
76,3185,206,0,129311,8364,0,480,0,0,NULL
77,3713,91,0,150728,3690,0,340,0,0,NULL
78,2925,128,0,118755,5196,0,340,0,0,NULL
79,2244,134,0,91106,5447,0,340,0,0,NULL
80,2652,145,0,107671,5900,0,340,0,0,NULL
81,4125,265,0,167475,10743,0,340,0,0,NULL
82,3250,186,0,131950,7565,0,340,0,0,NULL
83,2156,138,0,87534,5613,0,340,0,0,NULL
84,2548,150,0,103449,6081,0,340,0,0,NULL
85,3575,158,0,145145,6396,0,480,0,0,NULL
86,4225,171,0,171535,6929,0,480,0,0,NULL
87,4250,230,0,172550,9327,0,480,0,0,NULL
88,2903,170,0,117869,6913,0,540,0,0,NULL
89,3431,184,0,139300,7489,0,540,0,0,NULL
90,4487,199,0,182161,8065,0,540,0,0,NULL
91,3163,252,0,128398,10241,0,540,0,0,NULL
92,3738,273,0,151743,11095,0,540,0,0,NULL
93,4888,294,0,198433,11948,0,540,0,0,NULL
94,2695,1037,0,109417,42114,0,480,0,0,NULL
95,3185,1124,0,129311,45624,0,480,0,0,NULL
96,4165,1210,0,169099,49133,0,480,0,0,NULL
97,55,5,0,2233,205,0,474945,0,0,NULL
98,56,5,0,2278,197,0,474945,0,0,NULL
99,55,5,0,2233,197,0,474945,0,0,NULL
100,54,5,0,2188,203,0,474945,0,0,NULL
101,500,105,0,20300,4271,0,340,0,0,NULL
102,700,143,0,28420,5824,0,340,0,0,NULL
103,900,191,0,36540,7765,0,340,0,0,NULL
104,2750,344,0,111650,13977,0,340,0,0,NULL
105,510,101,0,20706,4103,0,340,0,0,NULL
106,714,138,0,28988,5595,0,340,0,0,NULL
107,918,101,0,37271,4103,0,340,0,0,NULL
108,2805,331,0,113883,13428,0,340,0,0,NULL
109,500,138,0,20300,5595,0,340,0,0,NULL
110,700,221,0,28420,8952,0,340,0,0,NULL
111,900,101,0,36540,4103,0,340,0,0,NULL
112,2750,331,0,111650,13428,0,340,0,0,NULL
113,490,104,0,19894,4229,0,340,0,0,NULL
114,686,142,0,27852,5766,0,340,0,0,NULL
115,882,142,0,35809,5766,0,340,0,0,NULL
116,2695,341,0,109417,13840,0,340,0,0,NULL
117,49,4,0,1989,169,0,600,0,0,NULL
118,49,6,0,1989,231,0,3000,0,0,NULL
119,54,9,0,2188,369,0,9000,0,0,NULL
120,54,11,0,2188,443,0,24000,0,0,NULL
121,550,134,0,22330,5453,0,340,0,0,NULL
122,813,150,0,33026,6088,0,340,0,0,NULL
123,440,103,0,17864,4190,0,340,0,0,NULL
124,485,123,0,19695,4982,0,155554,0,0,NULL
125,550,212,0,22330,8594,0,340,0,0,NULL
126,2585,173,0,104951,7018,0,400,0,0,NULL
127,3055,187,0,124033,7602,0,400,0,0,NULL
128,3955,174,0,160575,7072,0,400,0,0,NULL
129,6232,252,0,253027,10216,0,400,0,0,NULL
130,2750,335,0,111650,13621,0,480,0,0,NULL
131,3250,363,0,131950,14756,0,480,0,0,NULL
132,2533,311,0,102852,12634,0,400,0,0,NULL
133,2994,337,0,121552,13687,0,400,0,0,NULL
134,2585,236,0,104951,9594,0,400,0,0,NULL
135,4583,197,0,186050,7995,0,400,0,0,NULL
136,2637,272,0,107050,11061,0,400,0,0,NULL
137,3116,295,0,126514,11982,0,400,0,0,NULL
138,2585,170,0,104951,6913,0,400,0,0,NULL
139,3055,184,0,124033,7489,0,400,0,0,NULL
140,2695,195,0,109417,7916,0,480,0,0,NULL
141,4778,162,0,193967,6597,0,480,0,0,NULL
142,2585,177,0,104951,7195,0,400,0,0,NULL
143,3055,192,0,124033,7795,0,400,0,0,NULL
144,3823,145,0,155223,5876,0,400,0,0,NULL
145,4518,157,0,183445,6366,0,400,0,0,NULL
146,3748,193,0,152179,7835,0,400,0,0,NULL
147,4430,209,0,179848,8488,0,400,0,0,NULL
148,2533,175,0,102852,7125,0,400,0,0,NULL
149,2994,139,0,121552,5660,0,400,0,0,NULL
150,2327,159,0,94456,6476,0,400,0,0,NULL
151,2750,173,0,111630,7015,0,400,0,0,NULL
152,2109,97,0,85640,3954,0,400,0,0,NULL
153,2493,106,0,101211,4284,0,400,0,0,NULL
154,2068,177,0,83961,7189,0,400,0,0,NULL
155,2444,192,0,99226,7789,0,400,0,0,NULL
156,2027,137,0,82282,5557,0,400,0,0,NULL
157,4790,84,0,194484,3396,0,400,0,0,NULL
158,2068,138,0,83961,5612,0,400,0,0,NULL
159,2444,150,0,99226,6080,0,400,0,0,NULL
160,2637,125,0,107050,5070,0,400,0,0,NULL
161,4674,104,0,189770,4225,0,400,0,0,NULL
162,2585,226,0,104951,9194,0,400,0,0,NULL
163,3055,245,0,124033,9960,0,400,0,0,NULL
164,3420,162,0,138850,6577,0,400,0,0,NULL
165,2695,228,0,109397,9262,0,400,0,0,NULL
166,792,243,384,32155,9860,7987,680,0,0,NULL
167,936,263,440,38002,10681,9152,680,0,0,NULL
168,4080,283,0,165648,11503,0,680,0,0,NULL
169,2693,233,0,109328,9473,0,680,0,0,NULL
170,3182,253,0,129205,10262,0,680,0,0,NULL
171,4162,272,0,168961,11052,0,680,0,0,NULL
172,2640,233,0,107184,9473,0,680,0,0,NULL
173,3120,253,0,126672,10262,0,680,0,0,NULL
174,4080,272,0,165648,11052,0,680,0,0,NULL
175,2587,240,0,105040,9763,0,680,0,0,NULL
176,3058,261,0,124139,10576,0,680,0,0,NULL
177,3998,281,0,162335,11390,0,680,0,0,NULL
178,2750,263,0,111650,10659,0,480,0,0,NULL
179,3250,284,0,131950,11548,0,480,0,0,NULL
180,4250,306,0,172550,12436,0,480,0,0,NULL
181,4067,161,0,165130,6529,0,480,0,0,NULL
182,4807,174,0,195154,7073,0,480,0,0,NULL
183,6286,188,0,255201,7617,0,480,0,0,NULL
184,2200,197,0,89320,7988,0,480,0,0,NULL
185,3900,164,0,158340,6657,0,480,0,0,NULL
186,3400,230,0,138040,9320,0,480,0,0,NULL
187,2695,190,0,109417,7721,0,480,0,0,NULL
188,3185,206,0,129311,8364,0,480,0,0,NULL
189,4165,303,0,169099,12283,0,480,0,0,NULL
190,2585,236,0,104951,9594,0,400,0,0,NULL
191,3055,256,0,124033,10393,0,400,0,0,NULL
192,3995,276,0,162197,11192,0,400,0,0,NULL
193,5273,175,0,214100,7090,0,400,0,0,NULL
194,3116,246,0,126514,9985,0,400,0,0,NULL
195,4075,265,0,165441,10754,0,400,0,0,NULL
196,2533,175,0,102852,7125,0,400,0,0,NULL
197,4491,146,0,182329,5937,0,400,0,0,NULL
198,3915,205,0,158953,8312,0,400,0,0,NULL
199,3878,131,0,157427,5318,0,400,0,0,NULL
200,3055,184,0,124033,7489,0,400,0,0,NULL
201,3995,199,0,162197,8065,0,400,0,0,NULL
202,3828,207,0,155417,8402,0,680,0,0,NULL
203,6786,172,0,275512,7001,0,680,0,0,NULL
204,5916,241,0,240190,9802,0,680,0,0,NULL
205,3905,199,0,158525,8072,0,680,0,0,NULL
206,4614,215,0,187348,8745,0,680,0,0,NULL
207,6034,232,0,244993,9417,0,680,0,0,NULL
208,3828,149,0,155417,6054,0,680,0,0,NULL
209,4524,162,0,183674,6559,0,680,0,0,NULL
210,5916,174,0,240190,7063,0,680,0,0,NULL
211,2587,181,0,105040,7340,0,680,0,0,NULL
212,3058,144,0,124139,5832,0,680,0,0,NULL
213,3998,155,0,162335,6280,0,680,0,0,NULL
214,2640,183,0,107184,7413,0,680,0,0,NULL
215,4680,152,0,190008,6178,0,680,0,0,NULL
216,4080,213,0,165648,8649,0,680,0,0,NULL
217,4677,214,0,189900,8705,0,540,0,0,NULL
218,5528,232,0,224427,9431,0,540,0,0,NULL
219,7229,250,0,293482,10156,0,540,0,0,NULL
220,2640,175,0,107184,7122,0,680,0,0,NULL
221,3120,190,0,126672,7716,0,680,0,0,NULL
222,4080,205,0,165648,8310,0,680,0,0,NULL
223,2533,175,0,102852,7125,0,400,0,0,NULL
224,2994,190,0,121552,7718,0,400,0,0,NULL
225,3915,205,0,158953,8312,0,400,0,0,NULL
226,3960,137,0,160776,5562,0,680,0,0,NULL
227,3120,193,0,126672,7833,0,680,0,0,NULL
228,4080,208,0,165648,8435,0,680,0,0,NULL
229,2903,170,0,117869,6913,0,540,0,0,NULL
230,5147,284,0,208949,11522,0,540,0,0,NULL
231,4487,199,0,182161,8065,0,540,0,0,NULL
232,2327,153,0,94456,6222,0,400,0,0,NULL
233,2750,166,0,111630,6740,0,400,0,0,NULL
234,3596,179,0,145977,7259,0,400,0,0,NULL
235,2587,240,0,105040,9763,0,680,0,0,NULL
236,3058,261,0,124139,10576,0,680,0,0,NULL
237,3998,281,0,162335,11390,0,680,0,0,NULL
238,3988,112,0,161893,4530,0,520,0,0,NULL
239,4713,121,0,191328,4908,0,520,0,0,NULL
240,6163,130,0,250198,5285,0,520,0,0,NULL
241,2805,229,0,113883,9310,0,520,0,0,NULL
242,3315,298,0,134589,12104,0,520,0,0,NULL
243,4335,321,0,176001,13035,0,520,0,0,NULL
244,2750,172,0,111650,6983,0,520,0,0,NULL
245,3250,186,0,131950,7565,0,520,0,0,NULL
246,4250,201,0,172550,8147,0,520,0,0,NULL
247,2695,236,0,109417,9571,0,520,0,0,NULL
248,3185,255,0,129311,10369,0,520,0,0,NULL
249,4165,275,0,169099,11167,0,520,0,0,NULL
250,2640,183,0,107184,7413,0,680,0,0,NULL
251,3120,198,0,126672,8031,0,680,0,0,NULL
252,4080,213,0,165648,8649,0,680,0,0,NULL
253,3635,194,0,147592,7889,0,680,0,0,NULL
254,4296,211,0,174427,8547,0,680,0,0,NULL
255,3745,295,0,152065,11966,0,680,0,0,NULL
256,2640,311,0,107184,12630,0,680,0,0,NULL
257,6240,259,0,253344,10525,0,680,0,0,NULL
258,4080,363,0,165648,14736,0,680,0,0,NULL
259,3099,195,0,125830,7916,0,540,0,0,NULL
260,3663,211,0,148708,8576,0,540,0,0,NULL
261,4790,227,0,194464,9236,0,540,0,0,NULL
262,2750,262,0,111650,10633,0,480,0,0,NULL
263,3250,284,0,131950,11519,0,480,0,0,NULL
264,4067,161,0,165130,6529,0,480,0,0,NULL
265,4807,174,0,195154,7073,0,480,0,0,NULL
266,2750,189,0,111650,7681,0,480,0,0,NULL
267,3250,205,0,131950,8321,0,480,0,0,NULL
268,2426,281,0,98475,11399,0,480,0,0,NULL
269,2867,304,0,116380,12349,0,480,0,0,NULL
270,3116,245,0,126514,9960,0,400,0,0,NULL
271,4075,264,0,165441,10727,0,400,0,0,NULL
272,2750,166,0,111630,6740,0,400,0,0,NULL
273,3596,179,0,145977,7259,0,400,0,0,NULL
274,2994,253,0,121552,10265,0,400,0,0,NULL
275,3915,272,0,158953,11055,0,400,0,0,NULL
276,3055,192,0,124033,7795,0,400,0,0,NULL
277,3995,207,0,162197,8394,0,400,0,0,NULL
278,3120,263,0,126672,10681,0,680,0,0,NULL
279,4080,283,0,165648,11503,0,680,0,0,NULL
280,3226,252,0,130965,10216,0,540,0,0,NULL
281,3812,273,0,154777,11067,0,540,0,0,NULL
282,3163,189,0,128398,7681,0,540,0,0,NULL
283,3738,205,0,151743,8321,0,540,0,0,NULL
284,2789,175,0,113247,7125,0,540,0,0,NULL
285,3296,190,0,133837,7718,0,540,0,0,NULL
286,3163,262,0,128398,10633,0,540,0,0,NULL
287,3738,284,0,151743,11519,0,540,0,0,NULL
288,2994,190,0,121552,7718,0,400,0,0,NULL
289,3915,205,0,158953,8312,0,400,0,0,NULL
290,2750,173,0,111630,7015,0,400,0,0,NULL
291,3596,186,0,145977,7555,0,400,0,0,NULL
292,3055,184,0,124033,7489,0,400,0,0,NULL
293,3995,199,0,162197,8065,0,400,0,0,NULL
294,3315,273,0,134589,11067,0,480,0,0,NULL
295,4335,294,0,176001,11918,0,480,0,0,NULL
296,2864,171,0,116285,6944,0,680,0,0,NULL
297,3745,184,0,152065,7479,0,50000,0,0,NULL
298,3748,151,0,152179,6116,0,400,0,0,NULL
299,4430,163,0,179848,6626,0,400,0,0,NULL
300,2637,170,0,107050,6913,0,400,0,0,NULL
301,3116,184,0,126514,7489,0,400,0,0,NULL
302,2068,133,0,83961,5392,0,400,0,0,NULL
303,2444,144,0,99226,5841,0,400,0,0,NULL
304,2533,233,0,102852,9476,0,400,0,0,NULL
305,2994,253,0,121552,10265,0,400,0,0,NULL
306,3250,284,0,131950,11519,0,480,0,0,NULL
307,4250,306,0,172550,12405,0,480,0,0,NULL
308,4807,174,0,195154,7073,0,480,0,0,NULL
309,6286,188,0,255201,7617,0,480,0,0,NULL
310,2600,160,0,105560,6491,0,480,0,0,NULL
311,3400,172,0,138040,6990,0,480,0,0,NULL
312,3185,211,0,129311,8576,0,480,0,0,NULL
313,4165,227,0,169099,9236,0,480,0,0,NULL
314,2444,144,0,99226,5841,0,400,0,0,NULL
315,3196,155,0,129758,6291,0,50000,0,0,NULL
316,2994,190,0,121552,7718,0,400,0,0,NULL
317,7830,157,0,317906,6394,0,400,0,0,NULL
318,2444,192,0,99226,7789,0,400,0,0,NULL
319,7990,159,0,324394,6452,0,400,0,0,NULL
320,4430,163,0,179848,6626,0,400,0,0,NULL
321,5793,176,0,235186,7135,0,400,0,0,NULL
322,3116,245,0,126514,9960,0,400,0,0,NULL
323,4075,264,0,165441,10727,0,400,0,0,NULL
324,3055,184,0,124033,7489,0,400,0,0,NULL
325,3995,199,0,162197,8065,0,400,0,0,NULL
326,2695,171,0,109397,6946,0,400,0,0,NULL
327,3524,184,0,143058,7481,0,400,0,0,NULL
328,0,0,0,0,0,0,400,0,0,NULL
329,0,0,0,0,0,0,400,0,0,NULL
330,4250,201,0,172550,8147,0,520,0,0,NULL
331,0,0,0,0,0,0,340,0,0,NULL
332,8,4,1000,305,171,20800,340,0,0,NULL
333,15,6,3000,609,233,62400,340,0,0,NULL
334,19,9,10000,782,373,207992,340,0,0,NULL
335,55,11,15000,2233,447,312000,340,0,0,NULL
336,8,4,1000,311,164,20800,340,0,0,NULL
337,15,6,3000,621,224,62400,340,0,0,NULL
338,20,9,10000,797,358,207992,340,0,0,NULL
339,56,11,15000,2278,430,312000,340,0,0,NULL
340,8,4,1000,305,164,20800,340,0,0,NULL
341,10,6,3000,406,224,62400,340,0,0,NULL
342,19,9,10000,782,358,207992,340,0,0,NULL
343,55,11,15000,2233,430,312000,340,0,0,NULL
344,7,4,1000,298,169,20800,340,0,0,NULL
345,15,6,3000,597,231,62400,340,0,0,NULL
346,19,9,10000,766,369,207992,340,0,0,NULL
347,54,11,15000,2188,443,312000,340,0,0,NULL
348,500,153,0,20300,6212,0,340,0,0,NULL
349,500,153,0,20300,6212,0,340,0,0,NULL
350,510,147,0,20706,5968,0,340,0,0,NULL
351,510,147,0,20706,5968,0,340,0,0,NULL
352,500,147,0,20300,5968,0,340,0,0,NULL
353,500,147,0,20300,5968,0,340,0,0,NULL
354,490,152,0,19894,6151,0,340,0,0,NULL
355,490,152,0,19894,6151,0,340,0,0,NULL
356,50,8,0,2030,311,0,340,0,0,NULL
357,51,7,0,2071,298,0,340,0,0,NULL
358,50,7,0,2030,298,0,340,0,0,NULL
359,49,8,0,1989,308,0,340,0,0,NULL
360,725,143,0,29435,5808,0,480,0,0,NULL
361,725,143,0,29435,5808,0,480,0,0,NULL
362,459,146,0,18635,5909,0,480,0,0,NULL
363,459,146,0,18635,5909,0,480,0,0,NULL
364,500,215,0,20300,8731,0,480,0,0,NULL
365,500,215,0,20300,8731,0,480,0,0,NULL
366,490,167,0,19894,6766,0,480,0,0,NULL
367,490,167,0,19894,6766,0,480,0,0,NULL
368,3596,248,0,145977,10073,0,400,0,0,NULL
369,8989,191,0,364943,7749,0,400,0,0,NULL
370,500,153,0,20300,6196,0,340,0,0,NULL
371,550,183,0,22330,7436,0,340,0,0,NULL
372,510,147,0,20706,5968,0,340,0,0,NULL
373,561,176,0,22777,7162,0,340,0,0,NULL
374,450,80,0,18270,3250,0,480,0,0,NULL
375,495,96,0,20097,3900,0,480,0,0,NULL
376,2646,244,0,107428,9895,0,480,0,0,NULL
377,2867,253,0,116380,10291,0,480,0,0,NULL
378,3116,246,0,126514,9985,0,400,0,0,NULL
379,4075,265,0,165441,10754,0,400,0,0,NULL
380,3105,246,0,126063,9993,0,540,0,0,NULL
381,3364,256,0,136568,10393,0,540,0,0,NULL
382,4399,276,0,178589,11192,0,540,0,0,NULL
383,5528,232,0,224427,9431,0,540,0,0,NULL
384,7229,250,0,293482,10156,0,540,0,0,NULL
385,3738,273,0,151743,11095,0,540,0,0,NULL
386,4888,294,0,198433,11948,0,540,0,0,NULL
387,2352,211,0,95491,8576,0,480,0,0,NULL
388,2548,220,0,103449,8919,0,480,0,0,NULL
389,3332,237,0,135279,9605,0,480,0,0,NULL
390,2444,200,0,99226,8107,0,400,0,0,NULL
391,3196,215,0,129758,8730,0,400,0,0,NULL
392,2876,315,0,116782,12770,0,400,0,0,NULL
393,3116,327,0,126514,13281,0,400,0,0,NULL
394,4075,352,0,165441,14302,0,400,0,0,NULL
395,4089,201,0,166013,8161,0,400,0,0,NULL
396,4430,209,0,179848,8488,0,400,0,0,NULL
397,5793,225,0,235186,9140,0,400,0,0,NULL
398,2994,253,0,121552,10291,0,400,0,0,NULL
399,3915,273,0,158953,11083,0,400,0,0,NULL
400,3000,364,0,121800,14768,0,480,0,0,NULL
401,3250,378,0,131950,15358,0,480,0,0,NULL
402,4250,407,0,172550,16540,0,480,0,0,NULL
403,3315,273,0,134589,11095,0,480,0,0,NULL
404,4335,294,0,176001,11948,0,480,0,0,NULL
405,2700,236,0,109620,9601,0,480,0,0,NULL
406,2925,246,0,118755,9985,0,480,0,0,NULL
407,3825,265,0,155295,10754,0,480,0,0,NULL
408,3058,347,0,124139,14102,0,680,0,0,NULL
409,3998,374,0,162335,15187,0,680,0,0,NULL
410,2994,253,0,121552,10291,0,400,0,0,NULL
411,3915,273,0,158953,11083,0,400,0,0,NULL
412,711,129,0,28846,5228,0,340,0,0,NULL
413,782,155,0,31731,6274,0,340,0,0,NULL
414,100,1000,0,100,1000,0,998876,0,0,NULL
415,100,1000,0,100,1000,0,998876,0,0,NULL
416,100,1000,0,100,1000,0,998876,0,0,NULL
417,100,1000,0,100,1000,0,998876,0,0,NULL
418,4430,218,0,179848,8834,0,400,0,0,NULL
419,5793,234,0,235186,9514,0,400,0,0,NULL
420,2493,192,0,101211,7789,0,400,0,0,NULL
421,3260,207,0,132353,8388,0,400,0,0,NULL
422,3995,265,0,162197,10754,0,400,0,0,NULL
423,3995,265,0,162197,10754,0,400,0,0,NULL
424,2994,337,0,121552,13687,0,400,0,0,NULL
425,3915,363,0,158953,14740,0,400,0,0,NULL
426,2994,337,0,121552,13687,0,400,0,0,NULL
427,3915,363,0,158953,14740,0,50000,0,0,NULL
428,425,14,0,17255,565,0,340,0,0,NULL
429,425,13,0,17255,543,0,340,0,0,NULL
430,434,13,0,17600,543,0,340,0,0,NULL
431,417,14,0,16910,560,0,340,0,0,NULL
432,3058,261,0,124139,10603,0,680,0,0,NULL
433,3998,281,0,162335,11419,0,50000,0,0,NULL
434,3055,256,0,124033,10393,0,400,0,0,NULL
435,3995,276,0,162197,11192,0,400,0,0,NULL
436,2589,213,0,105104,8641,0,400,0,0,NULL
437,2804,221,0,113862,8987,0,400,0,0,NULL
438,3667,238,0,148897,9678,0,400,0,0,NULL
439,3000,318,0,121800,12899,0,520,0,0,NULL
440,3250,330,0,131950,13415,0,520,0,0,NULL
441,4250,356,0,172550,14447,0,520,0,0,NULL
442,4618,239,0,187501,9719,0,480,0,0,NULL
443,6039,258,0,245194,10467,0,480,0,0,NULL
444,100,1000,0,100,1000,0,999080,0,0,NULL
445,100,1000,0,100,1000,0,999080,0,0,NULL
446,100,1000,0,100,1000,0,999080,0,0,NULL
447,100,1000,0,100,1000,0,999080,0,0,NULL
448,3196,207,0,129758,8388,0,400,0,0,NULL
449,3995,265,0,162197,10754,0,400,0,0,NULL
450,2994,253,0,121552,10291,0,400,0,0,NULL
451,3995,265,0,162197,10754,0,400,0,0,NULL
452,3250,284,0,131950,11548,0,480,0,0,NULL
453,4250,306,0,172550,12436,0,480,0,0,NULL
454,4518,209,0,183445,8488,0,400,0,0,NULL
455,5909,225,0,239889,9140,0,400,0,0,NULL
456,2750,221,0,111630,8987,0,400,0,0,NULL
457,3596,238,0,145977,9678,0,400,0,0,NULL
458,5311,239,0,215626,9719,0,540,0,0,NULL
459,6945,258,0,281973,10467,0,540,0,0,NULL
460,2804,221,0,113862,8987,0,400,0,0,NULL
461,3667,238,0,148897,9678,0,400,0,0,NULL
462,4089,209,0,166013,8494,0,400,0,0,NULL
463,4430,218,0,179848,8834,0,400,0,0,NULL
464,5793,234,0,235186,9514,0,400,0,0,NULL
465,3116,246,0,126514,9985,0,400,0,0,NULL
466,4075,265,0,165441,10754,0,400,0,0,NULL
467,2750,221,0,111630,8987,0,400,0,0,NULL
468,3596,238,0,145977,9678,0,400,0,0,NULL
469,2764,324,0,112202,13161,0,400,0,0,NULL
470,2994,337,0,121552,13687,0,400,0,0,NULL
471,3915,363,0,158953,14740,0,400,0,0,NULL
472,3055,256,0,124033,10393,0,400,0,0,NULL
473,3995,276,0,162197,11192,0,400,0,0,NULL
474,3738,378,0,151743,15358,0,540,0,0,NULL
475,4888,407,0,198433,16540,0,540,0,0,NULL
476,2448,186,0,99389,7565,0,340,0,0,NULL
477,2652,194,0,107671,7867,0,340,0,0,NULL
478,3468,209,0,140801,8472,0,340,0,0,NULL
479,2808,228,0,114005,9259,0,680,0,0,NULL
480,3672,246,0,149083,9971,0,680,0,0,NULL
481,4007,207,0,162693,8411,0,400,0,0,NULL
482,4341,215,0,176251,8747,0,400,0,0,NULL
483,5677,232,0,230482,9420,0,400,0,0,NULL
484,2750,230,0,111630,9354,0,400,0,0,NULL
485,3596,248,0,145977,10073,0,400,0,0,NULL
486,4250,306,0,172550,12436,0,480,0,0,NULL
487,5909,225,0,239889,9140,0,400,0,0,NULL
488,3596,238,0,145977,9678,0,400,0,0,NULL
489,3524,246,0,143058,9974,0,400,0,0,NULL
490,3116,246,0,126514,9985,0,400,0,0,NULL
491,4075,265,0,165441,10754,0,400,0,0,NULL
492,4713,242,0,191328,9816,0,480,0,0,NULL
493,6163,260,0,250198,10571,0,480,0,0,NULL
494,2804,221,0,113862,8987,0,400,0,0,NULL
495,3667,238,0,148897,9678,0,400,0,0,NULL
496,2820,315,0,114492,12770,0,400,0,0,NULL
497,3055,327,0,124033,13281,0,400,0,0,NULL
498,3995,352,0,162197,14302,0,400,0,0,NULL
499,2994,253,0,121552,10291,0,400,0,0,NULL
500,3915,273,0,158953,11083,0,400,0,0,NULL
501,3915,273,0,158953,11083,0,400,0,0,NULL
502,3055,340,0,124033,13823,0,400,0,0,NULL
503,3995,367,0,162197,14886,0,400,0,0,NULL
504,3315,363,0,134589,14756,0,480,0,0,NULL
505,4335,391,0,176001,15891,0,480,0,0,NULL
506,3055,327,0,124033,13281,0,400,0,0,NULL
507,3995,352,0,162197,14302,0,400,0,0,NULL
508,2994,337,0,121552,13687,0,1000,0,0,NULL
509,3915,363,0,158953,14740,0,1000,0,0,NULL
510,3738,378,0,151743,15358,0,540,0,0,NULL
511,4888,407,0,198433,16540,0,540,0,0,NULL
512,3120,351,0,126672,14242,0,680,0,0,NULL
513,4080,378,0,165648,15337,0,680,0,0,NULL
514,3182,337,0,129205,13683,0,680,0,0,NULL
515,4162,363,0,168961,14736,0,680,0,0,NULL
516,2444,192,0,99226,7789,0,400,0,0,NULL
517,3196,207,0,129758,8388,0,400,0,0,NULL
518,3058,347,0,124139,14102,0,680,0,0,NULL
519,3998,374,0,162335,15187,0,680,0,0,NULL
