gacha_element_id,gacha_pattern,draw_time,draw_count,use_item,draw_cost,select_table_no,bonus_table_no,settle_table_no,settle_count,unsettle_rarity,memo,campaign_image
129,10,0,10,polygon,50,4,null,null,0,null,null,null
130,1,0,1,polygon,5,3,null,null,0,null,null,null
130,1,1,1,polygon,5,4,null,null,0,null,null,null
130,10,0,10,polygon,50,4,null,null,0,null,null,null
131,1,0,1,polygon,5,3,null,null,0,null,null,null
131,1,1,1,polygon,5,4,null,null,0,null,null,null
131,10,0,10,polygon,50,4,null,null,0,null,null,null
132,1,0,1,polygon,5,3,null,null,0,null,null,null
132,1,1,1,polygon,5,4,null,null,0,null,null,null
132,10,0,10,polygon,50,4,null,null,0,null,null,null
133,1,0,1,polygon,5,3,null,null,0,null,null,null
133,1,1,1,polygon,5,4,null,null,0,null,null,null
133,10,0,10,polygon,50,4,null,null,0,null,null,null
134,1,0,1,polygon,5,3,null,null,0,null,null,null
134,1,1,1,polygon,5,4,null,null,0,null,null,null
134,10,0,10,polygon,50,4,null,null,0,null,null,null
135,1,0,1,polygon,5,3,null,null,0,null,null,null
135,1,1,1,polygon,5,4,null,null,0,null,null,null
135,10,0,10,polygon,50,4,null,null,0,null,null,null
136,1,0,1,polygon,5,136,null,null,0,null,null,null
136,1,1,1,polygon,5,137,null,null,0,null,null,tit_single.png
136,10,0,10,polygon,50,137,null,null,0,null,null,tit_10ren.png
138,1,0,1,polygon,5,138,null,null,0,null,null,null
138,1,1,1,polygon,5,139,null,null,0,null,null,tit_single.png
138,10,0,10,polygon,50,139,null,null,0,null,null,tit_10ren.png
140,1,0,1,polygon,5,141,null,null,0,null,null,null
140,1,1,1,polygon,5,140,null,null,0,null,null,tit_single.png
140,10,0,10,polygon,50,140,null,null,0,null,null,tit_10ren.png
142,1,0,1,polygon,5,143,null,null,0,null,null,null
142,1,1,1,polygon,5,142,null,null,0,null,null,tit_single.png
142,10,0,10,polygon,50,142,null,null,0,null,null,tit_10ren.png
144,1,0,1,polygon,5,145,null,null,0,null,null,null
144,1,1,1,polygon,5,144,null,null,0,null,null,tit_single.png
144,10,0,10,polygon,50,144,null,null,0,null,null,tit_10ren.png
146,1,0,1,polygon,5,147,null,null,0,null,null,null
146,1,1,1,polygon,5,1461,null,null,0,null,null,tit_single_30.png
146,10,0,10,polygon,50,146,null,null,0,null,null,tit_10ren.png
148,1,0,1,polygon,5,149,null,null,0,null,null,null
148,1,1,1,polygon,5,148,null,null,0,null,null,tit_single.png
148,10,0,10,polygon,50,148,148,null,0,null,null,tit_10ren.png
149,1,0,1,polygon,5,14902,null,null,0,null,null,null
149,1,1,1,polygon,5,14901,null,null,0,null,null,tit_single.png
149,10,0,10,polygon,50,14901,null,1491,1,null,null,tit_10ren_settle.png
150,1,1,1,polygon,5,15000,null,null,0,null,null,tit_settle4.png
150,1,0,1,polygon,5,15001,null,null,0,null,null,tit_settle4.png
150,10,0,10,polygon,50,15001,150,null,0,null,null,tit_10ren_bonus.png
151,1,1,1,polygon,5,1512,null,null,0,null,null,tit_single_30.png
151,1,0,1,polygon,5,1510,null,null,0,null,null,null
151,10,0,10,polygon,50,1511,null,1511,1,null,null,tit_10ren_settle_new.png
152,1,1,1,polygon,5,1522,null,null,0,null,null,tit_single_30.png
152,1,0,1,polygon,5,1520,null,null,0,null,null,null
152,10,0,10,polygon,50,1521,null,1521,1,null,null,tit_10ren_settle_pick.png
153,1,1,1,polygon,5,1531,null,null,0,null,null,tit_single.png
153,1,0,1,polygon,5,1530,null,null,0,null,null,null
153,10,0,10,polygon,50,1531,null,null,0,null,null,tit_10ren.png
154,1,1,1,polygon,5,1540,null,null,0,null,null,tit_single.png
154,1,0,1,polygon,5,1541,null,null,0,null,null,null
154,10,0,10,polygon,50,1540,null,1543,1,null,null,tit_10ren_settle_new.png
155,1,1,1,polygon,5,1550,null,null,0,null,null,tit_single.png
155,1,0,1,polygon,5,1551,null,null,0,null,null,null
155,10,0,10,polygon,50,1550,null,1553,1,null,null,tit_10ren.png
156,1,1,1,polygon,5,1560,null,null,0,null,null,tit_single.png
156,1,0,1,polygon,5,1561,null,null,0,null,null,null
156,10,0,10,polygon,50,1560,null,1563,1,null,null,tit_10ren_crapher.png
157,1,1,1,polygon,5,1570,null,null,0,null,null,tit_single.png
157,1,0,1,polygon,5,1571,null,null,0,null,null,null
157,10,0,10,polygon,50,1570,null,1573,1,null,null,tit_10ren_toughness.png
158,1,1,1,polygon,5,1580,null,null,0,null,null,tit_single.png
158,1,0,1,polygon,5,1581,null,null,0,null,null,null
158,10,0,10,polygon,50,1580,null,1583,1,null,null,tit_10ren_r5blue.png
159,1,1,1,polygon,5,1590,null,null,0,null,null,tit_single.png
159,1,0,1,polygon,5,1591,null,null,0,null,null,null
159,10,0,10,polygon,50,1590,null,1593,1,null,null,tit_10ren_settle_pick.png
160,1,1,1,polygon,5,1600,null,null,0,null,null,tit_single.png
160,1,0,1,polygon,5,1601,null,null,0,null,null,null
160,10,0,10,polygon,50,1600,null,1603,1,null,null,tit_10ren_christmas.png
161,1,1,1,polygon,5,1610,null,null,0,null,null,tit_single.png
161,1,0,1,polygon,5,1611,null,null,0,null,null,null
161,10,0,10,polygon,50,1610,161,1613,1,null,null,tit_10ren_r5red.png
162,1,1,1,polygon,5,1620,null,null,0,null,null,tit_single.png
162,1,0,1,polygon,5,1621,null,null,0,null,null,null
162,10,0,10,polygon,50,1620,null,1623,1,null,null,tit_10ren_settle_pick.png
163,1,1,1,polygon,5,1630,null,null,0,null,null,tit_single.png
163,1,0,1,polygon,5,1631,null,null,0,null,null,null
163,10,0,10,polygon,50,1630,163,1633,1,null,null,tit_10ren_settle_new.png
164,1,1,1,polygon,5,1640,null,null,0,null,null,tit_single.png
164,1,0,1,polygon,5,1641,null,null,0,null,null,null
164,10,0,10,polygon,50,1640,164,1643,1,null,null,tit_10ren_r5dragon.png
165,1,1,1,polygon,5,1650,null,null,0,null,null,tit_single.png
165,1,0,1,polygon,5,1651,null,null,0,null,null,null
165,10,0,10,polygon,50,1650,null,null,0,null,null,tit_10ren.png
166,1,1,1,polygon,5,1660,1661,null,0,null,null,tit_single.png
166,1,0,1,polygon,5,1661,1661,null,0,null,null,null
166,10,0,10,polygon,50,1660,1660,1663,1,null,null,tit_10ren_otoshidama.png
167,1,1,1,polygon,5,1670,1671,null,0,null,null,tit_single.png
167,1,0,1,polygon,5,1671,1671,null,0,null,null,null
167,10,0,10,polygon,50,1670,1670,1673,1,null,null,tit_10ren_fukubukuro.png
168,1,1,1,polygon,5,1680,null,null,0,null,null,tit_single.png
168,1,0,1,polygon,5,1681,null,null,0,null,null,null
168,10,0,10,polygon,50,1680,null,null,0,null,null,tit_10ren.png
169,1,1,1,polygon,5,1680,null,null,0,null,null,tit_single.png
169,1,0,1,polygon,5,1681,null,null,0,null,null,null
169,10,0,10,polygon,50,1680,null,null,0,null,null,tit_10ren.png
170,1,1,1,polygon,5,1700,null,null,0,null,null,tit_single.png
170,1,0,1,polygon,5,1701,null,null,0,null,null,null
170,10,0,10,polygon,50,1700,null,1703,1,null,null,tit_10ren_r5blue.png
171,1,1,1,polygon,5,1710,null,null,0,null,null,tit_single_150dl.png
171,1,0,1,polygon,5,1710,null,null,0,null,null,tit_single_150dl.png
171,10,0,10,polygon,50,1710,171,null,0,null,null,tit_10ren_bonus.png
172,1,1,1,polygon,5,1720,null,null,0,null,null,tit_single.png
172,1,0,1,polygon,5,1721,null,null,0,null,null,null
172,10,0,10,polygon,50,1720,null,1723,1,null,null,tit_10ren_settle_pick.png
173,1,1,1,polygon,5,1730,null,null,0,null,null,tit_single.png
173,1,0,1,polygon,5,1731,null,null,0,null,null,null
173,10,0,10,polygon,50,1730,null,null,0,null,null,tit_10ren.png
174,1,1,1,polygon,5,1740,null,null,0,null,null,tit_single.png
174,1,0,1,polygon,5,1741,null,null,0,null,null,null
174,10,0,10,polygon,50,1740,null,1743,1,null,null,tit_10ren_r5red.png
175,10,1,1,polygon,1,1751,null,null,0,null,null,tit_stepup_01.png
175,10,2,1,polygon,2,1752,null,null,0,null,null,tit_stepup_02.png
175,10,3,1,polygon,5,1753,null,null,0,null,null,tit_stepup_03.png
175,10,4,5,polygon,15,1754,null,null,0,null,null,tit_stepup_04.png
175,10,5,5,polygon,25,1750,null,1755,1,null,null,tit_stepup_05.png
175,10,6,10,polygon,50,1750,null,1756,1,null,null,tit_stepup_06.png
175,10,7,1,polygon,1,1751,null,null,0,null,null,tit_stepup_01.png
175,10,8,1,polygon,2,1752,null,null,0,null,null,tit_stepup_02.png
175,10,9,1,polygon,5,1753,null,null,0,null,null,tit_stepup_03.png
175,10,10,5,polygon,15,1754,null,null,0,null,null,tit_stepup_04.png
175,10,11,5,polygon,25,1750,null,1755,1,null,null,tit_stepup_05.png
175,10,12,10,polygon,50,1750,null,1756,1,null,null,tit_stepup_06.png
175,10,13,1,polygon,1,1751,null,null,0,null,null,tit_stepup_01.png
175,10,14,1,polygon,2,1752,null,null,0,null,null,tit_stepup_02.png
175,10,15,1,polygon,5,1753,null,null,0,null,null,tit_stepup_03.png
175,10,16,5,polygon,15,1754,null,null,0,null,null,tit_stepup_04.png
175,10,17,5,polygon,25,1750,null,1755,1,null,null,tit_stepup_05.png
175,10,18,10,polygon,50,1750,null,1756,1,null,null,tit_stepup_06.png
175,10,19,1,polygon,1,1751,null,null,0,null,null,tit_stepup_01.png
175,10,20,1,polygon,2,1752,null,null,0,null,null,tit_stepup_02.png
175,10,21,1,polygon,5,1753,null,null,0,null,null,tit_stepup_03.png
175,10,22,5,polygon,15,1754,null,null,0,null,null,tit_stepup_04.png
175,10,23,5,polygon,25,1750,null,1755,1,null,null,tit_stepup_05.png
175,10,24,10,polygon,50,1750,null,1756,1,null,null,tit_stepup_06.png
175,10,25,1,polygon,1,1751,null,null,0,null,null,tit_stepup_01.png
175,10,26,1,polygon,2,1752,null,null,0,null,null,tit_stepup_02.png
175,10,27,1,polygon,5,1753,null,null,0,null,null,tit_stepup_03.png
175,10,28,5,polygon,15,1754,null,null,0,null,null,tit_stepup_04.png
175,10,29,5,polygon,25,1750,null,1755,1,null,null,tit_stepup_05.png
175,10,30,10,polygon,50,1750,null,1756,1,null,null,tit_stepup_06.png
175,10,0,10,polygon,50,1750,null,null,0,null,null,tit_stepup_99.png
176,1,1,1,polygon,5,1760,null,null,0,null,null,tit_single.png
176,1,0,1,polygon,5,1761,null,null,0,null,null,null
176,10,0,10,polygon,50,1760,1760,1763,1,null,null,tit_10ren_r5dragon.png
177,1,1,1,polygon,5,1770,null,null,0,null,null,tit_single.png
177,1,0,1,polygon,5,1771,null,null,0,null,null,null
177,10,0,10,polygon,50,1770,null,1773,1,null,null,tit_10ren_settle_pick.png
178,1,1,1,polygon,5,1780,null,null,0,null,null,tit_single.png
178,1,0,1,polygon,5,1781,null,null,0,null,null,null
178,10,0,10,polygon,50,1780,null,null,0,null,null,tit_10ren.png
179,10,1,1,polygon,3,1831,null,null,0,null,null,tit_miku_stepup_01.png
179,10,2,3,polygon,9,1831,null,null,0,null,null,tit_miku_stepup_02.png
179,10,3,10,polygon,39,1831,null,1834,1,null,null,tit_miku_stepup_03.png
179,10,4,10,polygon,50,1832,null,null,0,null,null,tit_miku_stepup_04.png
179,10,5,10,polygon,50,1833,null,null,0,null,null,tit_miku_stepup_05.png
179,10,0,10,polygon,50,1830,null,null,0,null,null,tit_miku_stepup_06.png
180,1,1,1,polygon,5,1800,null,null,0,null,null,tit_single.png
180,1,0,1,polygon,5,1801,null,null,0,null,null,null
180,10,0,10,polygon,50,1800,null,null,0,null,null,tit_10ren.png
181,1,1,1,polygon,5,1810,null,null,0,null,null,tit_single.png
181,1,0,1,polygon,5,1811,null,null,0,null,null,null
181,10,0,10,polygon,50,1810,null,1813,1,null,null,tit_10ren_settle_pick.png
182,1,1,1,polygon,5,1820,null,null,0,null,null,tit_single.png
182,1,0,1,polygon,5,1821,null,null,0,null,null,null
182,10,0,10,polygon,50,1820,null,null,0,null,null,tit_10ren.png
184,1,1,1,polygon,5,1840,null,null,0,null,null,tit_single.png
184,1,0,1,polygon,5,1841,null,null,0,null,null,null
184,10,0,10,polygon,50,1840,null,1843,1,null,null,tit_10ren_r5yellow.png
185,1,1,1,polygon,5,1850,null,null,0,null,null,tit_single.png
185,1,0,1,polygon,5,1851,null,null,0,null,null,null
185,10,0,10,polygon,50,1850,null,1853,1,null,null,tit_10ren_settle_pick.png
186,10,1,1,polygon,1,1861,null,null,0,null,null,tit_stepup_01.png
186,10,2,1,polygon,2,1862,null,null,0,null,null,tit_stepup_02.png
186,10,3,1,polygon,5,1863,null,null,0,null,null,tit_stepup_03.png
186,10,4,5,polygon,15,1864,null,null,0,null,null,tit_stepup_04.png
186,10,5,5,polygon,25,1865,null,1867,1,null,null,tit_stepup_05.png
186,10,6,10,polygon,50,1866,null,1868,1,null,null,tit_stepup_06.png
186,10,7,1,polygon,1,1861,null,null,0,null,null,tit_stepup_01.png
186,10,8,1,polygon,2,1862,null,null,0,null,null,tit_stepup_02.png
186,10,9,1,polygon,5,1863,null,null,0,null,null,tit_stepup_03.png
186,10,10,5,polygon,15,1864,null,null,0,null,null,tit_stepup_04.png
186,10,11,5,polygon,25,1865,null,1867,1,null,null,tit_stepup_05.png
186,10,12,10,polygon,50,1866,null,1868,1,null,null,tit_stepup_06.png
186,10,13,1,polygon,1,1861,null,null,0,null,null,tit_stepup_01.png
186,10,14,1,polygon,2,1862,null,null,0,null,null,tit_stepup_02.png
186,10,15,1,polygon,5,1863,null,null,0,null,null,tit_stepup_03.png
186,10,16,5,polygon,15,1864,null,null,0,null,null,tit_stepup_04.png
186,10,17,5,polygon,25,1865,null,1867,1,null,null,tit_stepup_05.png
186,10,18,10,polygon,50,1866,null,1868,1,null,null,tit_stepup_06.png
186,10,19,1,polygon,1,1861,null,null,0,null,null,tit_stepup_01.png
186,10,20,1,polygon,2,1862,null,null,0,null,null,tit_stepup_02.png
186,10,21,1,polygon,5,1863,null,null,0,null,null,tit_stepup_03.png
186,10,22,5,polygon,15,1864,null,null,0,null,null,tit_stepup_04.png
186,10,23,5,polygon,25,1865,null,1867,1,null,null,tit_stepup_05.png
186,10,24,10,polygon,50,1866,null,1868,1,null,null,tit_stepup_06.png
186,10,25,1,polygon,1,1861,null,null,0,null,null,tit_stepup_01.png
186,10,26,1,polygon,2,1862,null,null,0,null,null,tit_stepup_02.png
186,10,27,1,polygon,5,1863,null,null,0,null,null,tit_stepup_03.png
186,10,28,5,polygon,15,1864,null,null,0,null,null,tit_stepup_04.png
186,10,29,5,polygon,25,1865,null,1867,1,null,null,tit_stepup_05.png
186,10,30,10,polygon,50,1866,null,1868,1,null,null,tit_stepup_06.png
186,10,0,10,polygon,50,1860,null,null,0,null,null,tit_stepup_99.png
187,1,1,1,polygon,5,1870,null,null,0,null,null,tit_single.png
187,1,0,1,polygon,5,1871,null,null,0,null,null,null
187,10,1,10,polygon,15,1870,null,1873,1,null,null,tit_10ren_15poly.png
187,10,2,10,polygon,25,1870,null,1873,1,null,null,tit_10ren_25poly.png
187,10,0,10,polygon,50,1870,null,1873,1,null,null,tit_10ren_r5machine.png
188,10,1,1,polygon,1,1881,null,null,0,null,null,tit_stepup188_01.png
188,10,2,3,polygon,9,1881,null,null,0,null,null,tit_stepup188_02.png
188,10,3,10,polygon,35,1883,null,1886,1,null,null,tit_stepup188_03.png
188,10,4,10,polygon,50,1884,1880,null,0,null,null,tit_stepup188_04.png
188,10,5,10,polygon,50,1885,1881,null,0,null,null,tit_stepup188_05.png
188,10,0,10,polygon,50,1880,null,null,0,null,null,tit_stepup188_06.png
189,1,1,1,polygon,5,1890,null,null,0,null,null,tit_single.png
189,1,0,1,polygon,5,1891,null,null,0,null,null,null
189,10,0,10,polygon,50,1890,null,1893,1,null,null,tit_10ren_settle_pick.png
190,1,1,1,polygon,5,1900,1901,null,0,null,null,tit_single.png
190,1,0,1,polygon,5,1901,1901,null,0,null,null,null
190,10,0,10,polygon,50,1900,1900,1903,1,null,null,tit_10ren_fukubukuro.png
196,1,1,1,polygon,5,1960,null,null,0,null,null,tit_10ren.png
196,1,0,1,polygon,5,1960,null,null,0,null,null,tit_10ren.png
196,10,0,10,polygon,50,1960,null,null,0,null,null,tit_10ren.png
197,1,1,1,polygon,5,1970,null,null,0,null,null,tit_10ren.png
197,1,0,1,polygon,5,1970,null,null,0,null,null,tit_10ren.png
197,10,0,10,polygon,50,1970,null,null,0,null,null,tit_10ren.png
198,10,2,5,polygon,25,1981,null,null,0,null,null,tit_sellection_02.png
198,10,3,5,polygon,25,1981,null,null,0,null,null,tit_sellection_03.png
198,10,4,5,polygon,25,1981,null,null,0,null,null,tit_sellection_04.png
198,10,5,5,polygon,25,1981,null,null,0,null,null,tit_sellection_05.png
198,10,6,5,polygon,25,1981,null,null,0,null,null,tit_sellection_06.png
198,10,7,5,polygon,25,1981,null,null,0,null,null,tit_sellection_07.png
198,10,8,5,polygon,25,1981,null,null,0,null,null,tit_sellection_08.png
198,10,9,5,polygon,25,1981,null,null,0,null,null,tit_sellection_09.png
198,10,10,5,polygon,25,1981,null,1983,1,null,null,tit_sellection_10.png
198,10,11,5,polygon,25,1981,null,null,0,null,null,tit_sellection_01.png
198,10,12,5,polygon,25,1981,null,null,0,null,null,tit_sellection_02.png
198,10,13,5,polygon,25,1981,null,null,0,null,null,tit_sellection_03.png
198,10,14,5,polygon,25,1981,null,null,0,null,null,tit_sellection_04.png
198,10,15,5,polygon,25,1981,null,null,0,null,null,tit_sellection_05.png
198,10,16,5,polygon,25,1981,null,null,0,null,null,tit_sellection_06.png
198,10,17,5,polygon,25,1981,null,null,0,null,null,tit_sellection_07.png
198,10,18,5,polygon,25,1981,null,null,0,null,null,tit_sellection_08.png
198,10,19,5,polygon,25,1981,null,null,0,null,null,tit_sellection_09.png
198,10,20,5,polygon,25,1981,null,1983,1,null,null,tit_sellection_10.png
198,10,21,5,polygon,25,1981,null,null,0,null,null,tit_sellection_01.png
198,10,22,5,polygon,25,1981,null,null,0,null,null,tit_sellection_02.png
198,10,23,5,polygon,25,1981,null,null,0,null,null,tit_sellection_03.png
198,10,24,5,polygon,25,1981,null,null,0,null,null,tit_sellection_04.png
198,10,25,5,polygon,25,1981,null,null,0,null,null,tit_sellection_05.png
198,10,26,5,polygon,25,1981,null,null,0,null,null,tit_sellection_06.png
198,10,27,5,polygon,25,1981,null,null,0,null,null,tit_sellection_07.png
198,10,28,5,polygon,25,1981,null,null,0,null,null,tit_sellection_08.png
198,10,29,5,polygon,25,1981,null,null,0,null,null,tit_sellection_09.png
198,10,30,5,polygon,25,1981,null,1983,1,null,null,tit_sellection_10.png
198,10,0,5,polygon,25,1981,null,null,0,null,null,tit_sellection_00.png
199,10,0,5,polygon,25,1990,null,1993,1,null,null,tit_10renyoukai.png
300,1,1,1,polygon,5,3000,null,null,0,null,null,tit_single.png
300,1,0,1,polygon,5,3001,null,null,0,null,null,null
300,10,0,10,polygon,50,3000,null,null,0,null,null,tit_10ren.png
301,1,0,1,polygon,5,3011,null,null,0,null,null,null
301,10,1,10,polygon,15,3010,null,null,0,null,null,tit_10ren_15poly.png
301,10,2,10,polygon,25,3010,null,null,0,null,null,tit_10ren_25poly.png
301,10,0,10,polygon,50,3010,null,null,0,null,null,tit_10ren.png
302,10,1,1,polygon,1,3021,null,null,0,null,null,tit_stepup_01.png
302,10,2,1,polygon,2,3022,null,null,0,null,null,tit_stepup_02.png
302,10,3,1,polygon,5,3023,null,null,0,null,null,tit_stepup_03.png
302,10,4,5,polygon,15,3024,3021,null,0,null,null,tit_stepup_04master.png
302,10,5,5,polygon,25,3025,null,3027,1,null,null,tit_stepup_05.png
302,10,6,10,polygon,50,3026,null,3028,1,null,null,tit_stepup_06.png
302,10,7,1,polygon,1,3021,null,null,0,null,null,tit_stepup_01.png
302,10,8,1,polygon,2,3022,null,null,0,null,null,tit_stepup_02.png
302,10,9,1,polygon,5,3023,null,null,0,null,null,tit_stepup_03.png
302,10,10,5,polygon,15,3024,3021,null,0,null,null,tit_stepup_04master.png
302,10,11,5,polygon,25,3025,null,3027,1,null,null,tit_stepup_05.png
302,10,12,10,polygon,50,3026,null,3028,1,null,null,tit_stepup_06.png
302,10,13,1,polygon,1,3021,null,null,0,null,null,tit_stepup_01.png
302,10,14,1,polygon,2,3022,null,null,0,null,null,tit_stepup_02.png
302,10,15,1,polygon,5,3023,null,null,0,null,null,tit_stepup_03.png
302,10,16,5,polygon,15,3024,3021,null,0,null,null,tit_stepup_04master.png
302,10,17,5,polygon,25,3025,null,3027,1,null,null,tit_stepup_05.png
302,10,18,10,polygon,50,3026,null,3028,1,null,null,tit_stepup_06.png
302,10,19,1,polygon,1,3021,null,null,0,null,null,tit_stepup_01.png
302,10,20,1,polygon,2,3022,null,null,0,null,null,tit_stepup_02.png
302,10,21,1,polygon,5,3023,null,null,0,null,null,tit_stepup_03.png
302,10,22,5,polygon,15,3024,3021,null,0,null,null,tit_stepup_04master.png
302,10,23,5,polygon,25,3025,null,3027,1,null,null,tit_stepup_05.png
302,10,24,10,polygon,50,3026,null,3028,1,null,null,tit_stepup_06.png
302,10,25,1,polygon,1,3021,null,null,0,null,null,tit_stepup_01.png
302,10,26,1,polygon,2,3022,null,null,0,null,null,tit_stepup_02.png
302,10,27,1,polygon,5,3023,null,null,0,null,null,tit_stepup_03.png
302,10,28,5,polygon,15,3024,3021,null,0,null,null,tit_stepup_04master.png
302,10,29,5,polygon,25,3025,null,3027,1,null,null,tit_stepup_05.png
302,10,30,10,polygon,50,3026,null,3028,1,null,null,tit_stepup_06.png
302,10,0,10,polygon,50,3020,null,null,0,null,null,tit_stepup_99.png
303,1,1,1,polygon,5,3031,null,null,0,null,null,null
303,1,0,1,polygon,5,3031,null,null,0,null,null,null
303,10,1,10,polygon,50,3030,null,3033,1,null,null,tit_10ren_r5green.png
303,10,0,10,polygon,50,3030,null,3033,1,null,null,tit_10ren_r5green.png
304,1,0,1,polygon,5,3041,null,null,0,null,null,null
304,10,1,10,polygon,15,3040,null,null,0,null,null,tit_10ren_15poly.png
304,10,2,10,polygon,25,3040,null,null,0,null,null,tit_10ren_25poly.png
304,10,0,10,polygon,50,3040,null,null,0,null,null,tit_10ren.png
305,10,1,1,polygon,1,3051,null,null,0,null,null,tit_stepup188_01.png
305,10,2,3,polygon,9,3051,null,null,0,null,null,tit_stepup188_02.png
305,10,3,10,polygon,35,3053,null,3056,1,null,null,tit_stepup188_03.png
305,10,4,10,polygon,50,3054,3050,null,0,null,null,tit_stepup305_04.png
305,10,5,10,polygon,50,3055,3051,null,0,null,null,tit_stepup305_05.png
305,10,0,10,polygon,50,3050,null,null,0,null,null,tit_stepup305_06.png
306,1,0,1,polygon,5,3061,null,null,0,null,null,null
306,10,1,10,polygon,25,3060,null,null,0,null,null,tit_10ren_25poly.png
306,10,0,10,polygon,50,3060,null,null,0,null,null,tit_10ren.png
